Data,Real,Previsao
2020-04-04,297061.6,179870.34
2020-04-06,84509.9,121362.78
2020-04-11,19830.6,47133.754
2020-04-12,57212.9,62245.617
2020-04-13,60108.6,43663.676
2020-04-16,320856.1,242556.22
2020-04-21,107703.1,118819.445
2020-04-24,38802.5,32712.604
2020-04-27,69192.5,71719.17
2020-04-30,261352.9,202833.78
2020-05-03,147260.8,114862.2
2020-05-04,286033.0,216371.73
2020-05-05,97154.6,133284.78
2020-05-10,71827.0,116702.53
2020-05-15,92143.5,81369.06
2020-05-16,119651.9,106776.3
2020-05-21,54928.6,54532.035
2020-05-23,96652.0,92627.92
2020-05-31,45010.4,44262.145
2020-06-12,248211.0,203986.27
2020-06-13,74601.4,132672.17
2020-06-14,50146.3,94418.11
2020-06-16,124205.7,121697.35
2020-06-17,92437.5,120924.69
2020-06-24,60544.6,59835.434
2020-07-02,179653.2,177491.16
2020-07-15,190320.7,113467.95
2020-07-27,108901.4,108301.17
2020-07-30,43683.8,80163.73
2020-08-04,113007.1,115779.39
2020-08-05,54179.6,102997.04
2020-08-06,67184.5,90337.38
2020-08-07,40897.4,88789.0
2020-08-23,128743.0,107382.17
2020-08-27,166259.3,132573.5
2020-08-28,264075.2,225568.78
2020-09-02,90509.8,41713.875
2020-09-04,52904.9,49043.945
2020-09-09,47380.2,47599.293
2020-09-11,38032.4,26660.178
2020-09-17,119214.9,113344.44
2020-09-19,133475.2,103482.86
2020-09-21,40120.1,73039.96
2020-09-23,86899.6,75336.31
2020-09-25,274283.7,140212.31
2020-09-27,168410.4,179325.17
2020-09-29,27205.4,44904.84
2020-10-02,396667.7,355116.2
2020-10-10,161558.7,65832.914
2020-10-14,220711.9,161664.28
2020-10-21,221895.2,261540.45
2020-10-24,201871.6,122263.52
2020-10-26,146491.9,226683.8
2020-10-28,52494.4,88629.94
2020-11-04,293740.8,261252.81
2020-11-07,225841.3,275511.28
2020-11-08,259337.3,276359.03
2020-11-10,31658.0,16154.64
2020-11-15,208549.9,178805.34
2020-11-16,23121.8,75120.484
2020-11-19,127271.3,131431.17
2020-11-23,17236.1,112804.91
2020-11-24,97989.5,124502.34
2020-11-27,86910.8,211357.23
2020-11-29,197490.7,196564.5
2020-12-02,167459.0,122305.23
2020-12-04,274745.3,343431.22
2020-12-05,182152.3,190446.34
2020-12-07,389376.6,388362.03
2020-12-10,320426.2,299412.03
2020-12-11,416601.4,434825.75
2020-12-15,224538.6,185178.81
2020-12-16,204008.8,212746.17
2020-12-18,181727.2,168082.22
2020-12-23,112708.2,58210.996
2020-12-26,190792.9,233280.72
2020-12-28,316308.0,336199.4
2020-12-29,228798.2,197919.19
2021-01-04,35973.9,66050.94
2021-01-06,100346.8,123109.87
2021-01-14,166351.0,76704.47
2021-01-16,53500.4,73720.39
2021-01-17,21979.1,68913.65
2021-01-18,37693.2,95301.555
2021-01-19,260397.2,169912.2
2021-01-28,113105.1,19342.9
2021-02-08,376472.1,327260.72
2021-02-19,340201.2,298982.22
2021-02-20,334497.5,367353.62
2021-02-21,202262.3,190047.86
2021-02-22,75665.0,116119.2
2021-02-25,70974.1,125892.97
2021-03-02,45371.7,48615.367
2021-03-07,44040.3,68743.85
2021-03-08,98300.8,74934.086
2021-03-09,84772.9,100152.95
2021-03-23,58502.4,47924.668
2021-03-24,46001.7,48146.727
2021-03-31,291573.9,191451.75
2021-04-08,73686.7,124259.06
2021-04-13,61745.6,95023.64
2021-04-16,45174.4,81837.766
2021-04-24,226379.5,272250.1
2021-04-25,85597.1,150494.9
2021-04-26,29652.8,75491.14
2021-04-30,108852.6,142409.02
2021-05-01,119714.2,165546.05
2021-05-04,86938.1,100262.93
2021-05-07,43962.2,64577.625
2021-05-16,232330.6,201721.6
2021-05-28,55988.3,57803.18
2021-06-01,35404.3,80325.55
2021-06-02,67956.8,83504.98
2021-06-10,85676.5,82032.164
2021-06-12,145133.1,51060.902
2021-06-13,107735.8,40845.19
2021-06-22,165555.3,148103.5
2021-06-26,78825.9,105548.72
2021-07-01,46962.1,59705.684
2021-07-04,130327.9,84622.664
2021-07-06,133014.6,143790.69
2021-07-08,106448.0,107612.85
2021-07-14,112426.7,80855.73
2021-07-15,121517.9,92530.28
2021-07-18,118641.6,125347.97
2021-07-22,50374.6,50395.06
2021-07-30,191051.4,123486.18
2021-07-31,273047.5,195545.81
2021-08-02,54076.5,85112.445
2021-08-05,154862.3,91802.53
2021-08-06,152282.6,140070.86
2021-08-07,172856.3,155660.66
2021-08-09,61865.1,65281.15
2021-08-12,62875.8,57830.84
2021-08-13,50820.0,53526.137
2021-08-25,52848.4,143316.1
2021-08-26,38153.6,48183.715
2021-08-29,51306.2,82827.7
2021-08-30,42836.4,62657.965
2021-08-31,41039.5,60486.42
2021-09-02,36018.3,71425.62
2021-09-03,46787.2,57841.625
2021-09-11,12434.7,61198.145
2021-09-21,295843.8,218729.66
2021-09-25,121417.2,184938.84
2021-10-04,108879.9,91238.38
2021-10-07,54219.7,102953.516
2021-10-16,55412.2,49977.688
2021-10-20,155748.0,96700.97
2021-10-22,178352.1,159720.12
2021-10-23,60869.3,110388.01
2021-10-25,53940.6,72218.76
2021-10-29,275889.4,338576.53
2021-10-30,187611.7,308000.22
2021-11-05,151506.7,163198.23
2021-11-13,66739.9,114548.8
2021-11-15,146411.1,143763.55
2021-11-16,184380.8,183621.86
2021-11-17,272133.6,219116.17
2021-11-30,11711.5,87440.766
2021-12-01,231940.1,69926.55
2021-12-02,304787.0,279098.5
2021-12-08,401491.5,372420.94
2021-12-10,337261.4,287872.78
2021-12-11,145205.6,106695.69
2021-12-12,73292.2,167978.14
2021-12-14,165249.8,193303.31
2021-12-16,224232.6,203896.4
2021-12-25,184368.7,234159.6
2021-12-26,296199.3,304256.62
2021-12-29,79143.6,137856.47
2022-01-01,234744.8,190153.31
2022-01-04,353446.6,223778.7
2022-01-05,282358.9,189383.95
2022-01-08,139860.3,55054.367
2022-01-09,262894.2,180034.6
2022-01-20,156836.8,127037.43
2022-01-23,126173.0,189991.16
2022-02-12,23723.2,31874.488
2022-02-14,213465.8,155807.5
2022-02-17,76581.2,84798.836
2022-02-18,151055.4,103054.19
2022-02-19,276529.8,251900.28
2022-02-21,139716.7,110839.56
2022-02-22,146385.8,147744.55
2022-02-23,102089.0,118378.81
2022-02-25,242615.6,201009.31
2022-02-27,24758.2,63267.26
2022-03-04,205416.4,254010.98
2022-03-05,58636.4,74435.13
2022-03-07,89669.8,100506.36
2022-03-11,231115.1,236862.52
2022-03-13,126169.2,142333.6
2022-03-20,267029.8,267428.38
2022-03-25,208068.8,226215.22
2022-03-26,121557.5,167965.12
2022-04-01,160052.1,192927.22
2022-04-04,330620.5,324864.9
2022-04-09,58542.6,133031.6
2022-04-11,279424.4,319248.5
2022-04-13,95828.4,138232.14
2022-04-18,203058.2,205160.33
2022-04-23,191069.4,214528.23
2022-05-01,169609.4,152015.89
2022-05-04,118343.0,146211.28
2022-05-06,44528.5,49063.8
2022-05-12,42545.5,20173.357
2022-05-13,19649.1,17282.615
2022-05-15,213059.2,256206.48
2022-05-20,80929.4,106752.64
2022-05-24,251157.2,245374.4
2022-05-25,132263.8,160138.67
2022-05-29,50552.5,156165.12
2022-06-06,86007.3,74103.83
2022-06-16,82950.4,78027.66
2022-06-20,113700.0,151661.75
2022-06-21,52639.9,76034.91
2022-06-29,209808.1,212759.97
2022-07-03,39809.5,107666.6
2022-07-05,86923.4,54713.402
2022-07-06,120371.7,49894.84
2022-07-07,170184.5,150518.81
2022-07-08,126026.6,155444.25
2022-07-09,90850.5,59667.895
2022-07-19,120678.3,117824.37
2022-07-24,71305.5,87068.016
2022-07-28,175455.3,147182.19
2022-08-01,56431.1,79933.7
2022-08-02,52003.3,92290.37
2022-08-03,57539.7,62882.13
2022-08-16,227402.1,225965.6
2022-08-18,128234.4,122503.86
2022-08-23,89914.6,52887.312
2022-08-27,63050.8,93240.516
2022-08-28,42314.7,83772.59
2022-09-03,117134.0,115452.71
2022-09-09,38803.3,76503.33
2022-09-14,166169.9,255510.75
2022-09-15,32480.7,92371.9
2022-09-23,85946.4,73370.234
2022-09-24,205044.1,194745.9
2022-09-27,166490.5,143809.67
2022-10-02,79415.6,117184.69
2022-10-04,23805.1,62045.266
2022-10-06,76082.8,84629.86
2022-10-07,46519.6,22191.639
2022-10-11,34674.2,101122.09
2022-10-12,39238.2,45524.105
2022-10-16,166313.9,171303.67
2022-10-18,311685.2,294705.6
2022-10-20,321116.3,350567.53
2022-10-21,268907.6,294975.22
2022-10-23,337025.9,357372.9
2022-11-04,72487.4,103232.375
2022-11-08,244764.1,219808.75
2022-11-11,203462.4,168665.72
2022-11-18,270483.2,198357.53
2022-11-21,397901.6,357869.28
2022-11-24,222749.5,218200.78
2022-11-27,173615.7,74537.63
2022-11-28,189921.4,119610.555
2022-11-30,100630.0,115817.836
2022-12-04,70050.5,161610.81
2022-12-06,8295.3,92477.03
2022-12-09,110826.5,137333.27
2022-12-11,226973.5,166826.5
2022-12-14,215787.6,247961.28
2022-12-17,61173.0,147963.98
2022-12-20,318723.7,362001.7
2022-12-22,189399.3,208337.83
2022-12-25,265469.6,306791.72
2023-01-04,35587.8,119419.06
2023-01-08,388829.7,396042.22
2023-01-17,423512.3,545624.0
2023-01-20,242545.2,243746.83
2023-01-21,191559.0,179005.78
2023-01-22,166900.7,170782.83
2023-01-25,142536.6,186500.9
2023-01-27,212484.2,219498.6
2023-01-29,225857.7,206726.56
2023-01-30,142651.6,198536.02
2023-01-31,64603.5,126110.39
2023-02-05,227146.9,177760.39
2023-02-09,238927.0,257099.47
2023-02-12,245633.4,259093.38
2023-02-16,113450.5,138768.72
2023-02-20,89040.2,119793.75
2023-02-28,150621.7,165834.08
2023-03-06,143133.6,188671.17
2023-03-09,358109.5,352750.47
2023-03-10,185744.9,205078.1
2023-03-18,145969.0,187582.28
2023-03-19,42741.6,80350.53
2023-03-23,148732.9,124562.36
2023-03-24,142130.5,155831.2
2023-03-27,46102.2,90541.68
2023-03-29,223803.4,152369.5
2023-04-07,44968.5,70509.875
2023-04-09,52061.4,93975.14
2023-04-12,261649.6,198752.44
2023-04-18,99719.2,123847.91
2023-04-20,61537.8,70636.56
2023-04-21,128484.1,106876.41
2023-04-25,58933.1,64123.395
2023-04-29,163542.7,160691.03
2023-04-30,114553.4,142217.34
2023-05-03,213063.8,226037.72
2023-05-09,244642.5,235160.5
2023-05-10,230354.7,256963.36
2023-05-14,115909.8,142614.7
2023-05-16,143602.1,143459.5
2023-05-22,84632.0,106252.734
2023-05-24,105759.0,137203.53
2023-05-25,123320.8,79654.23
2023-05-27,88637.8,45083.363
2023-05-29,62410.3,85401.42
2023-06-05,27061.8,37097.867
2023-06-07,169554.2,227017.52
2023-06-08,272112.1,297928.53
2023-06-12,48924.7,106381.375
2023-06-13,138787.0,187093.36
2023-06-14,71656.7,97676.18
2023-06-15,38223.6,60110.645
2023-06-18,69430.2,76223.92
2023-06-19,39974.6,87142.766
2023-06-22,47598.8,63899.965
2023-06-23,52430.6,78196.47
2023-06-25,85113.0,114268.39
2023-06-30,202306.5,204761.84
2023-07-01,110718.3,85162.75
2023-07-08,92607.7,119639.09
2023-07-10,75186.3,91427.055
2023-07-16,125982.6,152529.52
2023-07-21,126485.0,148921.1
2023-07-22,110485.0,104869.58
2023-07-23,136585.8,120585.11
2023-07-30,124300.0,117151.836
2023-08-01,208541.3,164536.94
2023-08-02,239937.3,201990.55
2023-08-03,274841.5,267463.88
2023-08-05,87357.4,130949.266
2023-08-07,101015.0,107051.42
2023-08-10,70532.0,78788.47
2023-08-11,118096.2,99890.78
2023-08-13,129471.5,120580.16
2023-08-14,119790.8,101779.35
2023-08-18,108852.9,114684.65
2023-08-19,59836.6,92493.33
2023-08-24,64143.4,99685.945
2023-08-27,254426.9,252818.34
2023-09-06,87006.5,141114.53
2023-09-10,27678.4,55849.62
2023-09-12,38027.9,54233.74
2023-09-14,67853.3,66621.57
2023-09-17,300323.8,264873.8
2023-09-20,111763.8,86651.33
2023-09-26,31311.4,35087.137
2023-09-27,41954.8,54547.06
2023-10-02,93707.6,53103.047
2023-10-03,44080.3,71341.59
2023-10-13,164748.5,135148.4
2023-10-20,357174.6,322811.72
2023-10-24,287221.3,182430.1
2023-10-26,381564.6,347062.66
2023-10-29,269674.2,260355.22
2023-10-30,209229.6,160343.62
2023-11-04,421650.1,493031.34
2023-11-05,308740.4,255930.62
2023-11-06,149383.2,103946.25
2023-11-10,231641.2,148016.67
2023-11-11,320669.8,250982.86
2023-11-14,97890.4,88590.766
2023-11-15,52283.8,74830.2
2023-11-23,256679.7,183324.08
2023-11-24,129324.1,109550.92
2023-11-28,104980.1,150506.6
2023-12-07,292538.0,157819.1
2023-12-08,204246.1,181787.47
2023-12-11,180338.7,186311.75
2023-12-13,270950.5,193425.9
2023-12-19,99787.1,88389.7
2023-12-23,107260.0,148116.12
2023-12-26,24678.7,108588.65
2023-12-29,60597.4,136137.97
2023-12-30,139741.1,104681.04
