Data,Eólica,Intensidade_Media,Temperatura_Media,Direcao_Media,mes,dia_da_semana,dia_do_ano,semana_do_ano,trimestre,eh_fim_de_semana,vento_sin,vento_cos,dia_semana_sin,dia_semana_cos,mes_sin,mes_cos,dia_ano_sin,dia_ano_cos,Eólica_lag1,Eólica_lag2,Eólica_lag3,Eólica_lag7,Eólica_lag14,Intensidade_Media_lag1,Temperatura_Media_lag1,vento_sin_lag1,vento_cos_lag1,Intensidade_Media_lag2,Temperatura_Media_lag2,vento_sin_lag2,vento_cos_lag2,Intensidade_Media_lag3,Temperatura_Media_lag3,vento_sin_lag3,vento_cos_lag3,Intensidade_Media_lag7,Temperatura_Media_lag7,vento_sin_lag7,vento_cos_lag7,Eolica_roll_mean_3,Eolica_roll_std_3,Intensidade_Media_roll_mean_3,Intensidade_Media_roll_std_3,Eolica_roll_mean_7,Eolica_roll_std_7,Intensidade_Media_roll_mean_7,Intensidade_Media_roll_std_7,Eolica_roll_mean_14,Eolica_roll_std_14,Intensidade_Media_roll_mean_14,Intensidade_Media_roll_std_14,Temperatura_Media_roll_mean_3,Temperatura_Media_roll_std_3,Temperatura_Media_roll_mean_7,Temperatura_Media_roll_std_7,Temperatura_Media_roll_mean_14,Temperatura_Media_roll_std_14
2025-04-16,220930.3,5.166666666666667,7.4,122,4,2,106,16,2,0,0.8480480961564261,-0.5299192642332048,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0.9691780654392537,-0.2463612742933147,220930.3,220930.3,220930.3,220930.3,0.0,5.166666666666667,7.4,0.8480480961564261,-0.5299192642332048,5.166666666666667,7.4,0.8480480961564261,-0.5299192642332048,5.166666666666667,7.4,0.8480480961564261,-0.5299192642332048,5.166666666666667,7.4,0.8480480961564261,-0.5299192642332048,220930.3,71625.74500418825,5.166666666666667,1.099943881845741,220930.3,71625.74500418825,5.166666666666667,1.099943881845741,220930.3,71625.74500418825,5.166666666666667,1.099943881845741,7.4,1.5556349186104041,7.4,1.5556349186104041,7.4,1.5556349186104041
2025-04-17,119636.2,3.611111111111111,9.6,190,4,3,107,16,2,0,-0.17364817766693047,-0.984807753012208,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0.9648061359537646,-0.26296220265651454,220930.3,220930.3,220930.3,220930.3,0.0,5.166666666666667,7.4,0.8480480961564261,-0.5299192642332048,5.166666666666667,7.4,0.8480480961564261,-0.5299192642332048,5.166666666666667,7.4,0.8480480961564261,-0.5299192642332048,5.166666666666667,7.4,0.8480480961564261,-0.5299192642332048,220930.3,71625.74500418825,5.166666666666667,1.099943881845741,220930.3,71625.74500418825,5.166666666666667,1.099943881845741,220930.3,71625.74500418825,5.166666666666667,1.099943881845741,7.4,1.5556349186104041,7.4,1.5556349186104041,7.4,1.5556349186104041
2025-04-18,328319.6,6.694444444444445,10.5,233,4,4,108,16,2,0,-0.7986355100472928,-0.6018150231520483,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,0.9601498736716018,-0.2794856348516094,119636.2,220930.3,220930.3,220930.3,0.0,3.611111111111111,9.6,-0.17364817766693047,-0.984807753012208,5.166666666666667,7.4,0.8480480961564261,-0.5299192642332048,5.166666666666667,7.4,0.8480480961564261,-0.5299192642332048,5.166666666666667,7.4,0.8480480961564261,-0.5299192642332048,170283.25,71625.74500418825,4.388888888888889,1.099943881845741,170283.25,71625.74500418825,4.388888888888889,1.099943881845741,170283.25,71625.74500418825,4.388888888888889,1.099943881845741,8.5,1.5556349186104041,8.5,1.5556349186104041,8.5,1.5556349186104041
2025-04-19,389549.6,8.305555555555555,6.7,264,4,5,109,16,2,1,-0.9945218953682734,-0.10452846326765336,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,0.9552106508146317,-0.2959267013472892,328319.6,119636.2,220930.3,220930.3,0.0,6.694444444444445,10.5,-0.7986355100472928,-0.6018150231520483,3.611111111111111,9.6,-0.17364817766693047,-0.984807753012208,5.166666666666667,7.4,0.8480480961564261,-0.5299192642332048,5.166666666666667,7.4,0.8480480961564261,-0.5299192642332048,222962.03333333333,104356.53460202352,5.157407407407407,1.5416875207131417,222962.03333333333,104356.53460202352,5.157407407407407,1.5416875207131417,222962.03333333333,104356.53460202352,5.157407407407407,1.5416875207131417,9.166666666666666,1.5947831618540913,9.166666666666666,1.5947831618540913,9.166666666666666,1.5947831618540913
2025-04-20,231698.8,3.75,9.8,280,4,6,110,16,2,1,-0.9848077530122081,0.17364817766692997,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,0.949989922994501,-0.31228055688579476,389549.6,328319.6,119636.2,220930.3,0.0,8.305555555555555,6.7,-0.9945218953682734,-0.10452846326765336,6.694444444444445,10.5,-0.7986355100472928,-0.6018150231520483,3.611111111111111,9.6,-0.17364817766693047,-0.984807753012208,5.166666666666667,7.4,0.8480480961564261,-0.5299192642332048,279168.4666666666,141510.37525868314,6.203703703703705,2.385387183763027,264608.925,119155.55051308281,5.944444444444445,2.0155006321889135,264608.925,119155.55051308281,5.944444444444445,2.0155006321889135,8.933333333333334,1.985782801147531,8.55,1.7935068069752802,8.55,1.7935068069752802
2025-04-21,67440.1,1.8888888888888888,10.6,167,4,0,111,17,2,0,0.2249510543438652,-0.9743700647852351,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.9444892287836613,-0.32854238191083474,231698.8,389549.6,328319.6,220930.3,0.0,3.75,9.8,-0.9848077530122081,0.17364817766692997,8.305555555555555,6.7,-0.9945218953682734,-0.10452846326765336,6.694444444444445,10.5,-0.7986355100472928,-0.6018150231520483,5.166666666666667,7.4,0.8480480961564261,-0.5299192642332048,316522.6666666667,79583.8833697711,6.25,2.3100692095879767,258026.9,104236.0263011786,5.5055555555555555,2.0024483470781584,258026.9,104236.0263011786,5.5055555555555555,2.0024483470781584,9.0,2.022374841615669,8.8,1.6507574019219178,8.8,1.6507574019219178
2025-04-22,106542.8,4.888888888888889,11.5,330,4,1,112,17,2,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0.9387101892619443,-0.3447073839879337,67440.1,231698.8,389549.6,220930.3,0.0,1.8888888888888888,10.6,0.2249510543438652,-0.9743700647852351,3.75,9.8,-0.9848077530122081,0.17364817766692997,8.305555555555555,6.7,-0.9945218953682734,-0.10452846326765336,5.166666666666667,7.4,0.8480480961564261,-0.5299192642332048,229562.83333333328,161065.37263721,4.648148148148148,3.301273292200183,226262.43333333332,121433.13962405264,4.902777777777778,2.3211819839187826,226262.43333333332,121433.13962405264,4.902777777777778,2.3211819839187826,9.033333333333333,2.05993527406405,9.1,1.649242250247064,9.1,1.649242250247064
2025-04-23,43763.0,3.3055555555555554,13.3,32,4,2,113,17,2,0,0.5299192642332049,0.848048096156426,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0.9326545075388225,-0.3607707992167831,106542.8,67440.1,231698.8,220930.3,0.0,4.888888888888889,11.5,-0.5000000000000004,0.8660254037844384,1.8888888888888888,10.6,0.2249510543438652,-0.9743700647852351,3.75,9.8,-0.9848077530122081,0.17364817766692997,5.166666666666667,7.4,0.8480480961564261,-0.5299192642332048,135227.23333333334,85804.00729664857,3.5092592592592595,1.5144197166536424,209159.62857142856,119732.53949614412,4.900793650793651,2.1189460570552923,209159.62857142856,119732.53949614412,4.900793650793651,2.1189460570552923,10.633333333333333,0.8504900548115335,9.442857142857141,1.7577041302573677,9.442857142857141,1.7577041302573677
2025-04-24,35123.7,2.1944444444444446,15.6,128,4,3,114,17,2,0,0.788010753606722,-0.6156614753256583,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0.926323968251495,-0.376727893635185,43763.0,106542.8,67440.1,119636.2,0.0,3.3055555555555554,13.3,0.5299192642332049,0.848048096156426,4.888888888888889,11.5,-0.5000000000000004,0.8660254037844384,1.8888888888888888,10.6,0.2249510543438652,-0.9743700647852351,3.611111111111111,9.6,-0.17364817766693047,-0.984807753012208,72581.96666666667,31704.178220280766,3.361111111111111,1.5007714065822326,183850.01428571428,134628.3440284453,4.634920634920634,2.195406995380909,188485.05,125329.18097959924,4.701388888888889,2.0412279520005154,11.799999999999999,1.374772708486749,10.285714285714286,2.011159343453896,9.925,2.123171482207017
2025-04-25,163279.2,6.388888888888888,15.1,288,4,4,115,17,2,0,-0.9510565162951536,0.30901699437494723,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,0.9197204370389467,-0.39257396461417177,35123.7,43763.0,106542.8,328319.6,0.0,2.1944444444444446,15.6,0.788010753606722,-0.6156614753256583,3.3055555555555554,13.3,0.5299192642332049,0.848048096156426,4.888888888888889,11.5,-0.5000000000000004,0.8660254037844384,6.694444444444445,10.5,-0.7986355100472928,-0.6018150231520483,61809.833333333336,38979.970577507185,3.4629629629629632,1.3541013754440328,171776.8,144755.25965609445,4.432539682539683,2.364314664557023,171444.9,127895.57679056964,4.422839506172839,2.084248770067556,13.466666666666667,2.0550750189064426,11.142857142857142,2.795745066380423,10.555555555555555,2.7427682690628052
